Modulo,Tabela,Descricao_Tabela,Coluna,Tipo,Eh_Chave_Primaria,Tabela_Relacionada (Chave Estrangeira),Observacoes
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D31","Tabela do Sistema Petrus","D23_ID","int(4)","NAO","D23",""
"Geral / Outros","D31","Tabela do Sistema Petrus","L10_ID","int(4)","NAO","L10",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_ID","int(4)","SIM","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_HIERARQUIA","varchar(50)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_SALARIO_MINIMO","numeric(9)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D31_ID","int(4)","NAO","D31",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_ATRIBUICOES","varchar(-1)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_CBO","varchar(50)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_SALARIO_MAXIMO","numeric(9)","NAO","",""
"Geral / Outros","D42","Tabela do Sistema Petrus","D42_ID_1","int(4)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_ID","int(4)","SIM","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_TIPO","varchar(15)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_EMAIL","varchar(500)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_CONTATO","varchar(100)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D43","Tabela do Sistema Petrus","D43_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_ID","int(4)","SIM","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_TIPO","varchar(15)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_DDI","varchar(5)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_DDD","varchar(5)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_TELEFONE","varchar(20)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_CONTATO","varchar(20)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D44","Tabela do Sistema Petrus","D44_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_ID","int(4)","SIM","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","N1_ID","int(4)","NAO","N1",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_AGENCIA","varchar(10)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_DV_AGENCIA","varchar(5)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_CONTA","varchar(10)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_DV_CONTA","varchar(5)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_TITULAR","varchar(50)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_CNPJ_CPF","varchar(20)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_TIPO_PESSOA","varchar(15)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_OBS","varchar(100)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_TIPO_CONTA","varchar(50)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","R55_BANCO","varchar(50)","NAO","",""
"Geral / Outros","D45","Tabela do Sistema Petrus","D45_BANCO","varchar(50)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_ID","int(4)","SIM","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D29_ID","int(4)","NAO","D29",""
"Geral / Outros","D46","Tabela do Sistema Petrus","D46_VALOR","numeric(9)","NAO","","Campo monetário"
"Geral / Outros","D46","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_ID","int(4)","SIM","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_DESCRICAO","varchar(150)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_TIPO","varchar(50)","NAO","",""
"Geral / Outros","D48","Tabela do Sistema Petrus","D48_DATA","datetime(8)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_ID","int(4)","SIM","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_NOME","varchar(150)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D49","Tabela do Sistema Petrus","D49_CPF","varchar(30)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_ID","int(4)","SIM","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_NOME","varchar(300)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_CPF","varchar(20)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_RG","varchar(20)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_DATA_NASCIMENTO","datetime(8)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_TELEFONE","varchar(30)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_EMAIL","varchar(150)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","X4_ID","int(4)","NAO","X4",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","X12_ID","int(4)","NAO","X12",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_ESCOLARIDADE","varchar(50)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_SALARIO","numeric(9)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_PRETENSAO","varchar(500)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_EXPERIENCIA","varchar(500)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_CURRICULO","varchar(150)","NAO","",""
"Geral / Outros","DO1","Tabela do Sistema Petrus","DO1_INTERESSE","bit(1)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_ID","int(4)","SIM","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO3_ID","int(4)","NAO","DO3",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_DATA","datetime(8)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_TIPO","varchar(20)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_NOTA","int(4)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_RESULTADO","varchar(500)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","DO2_OBS","varchar(500)","NAO","",""
"Geral / Outros","DO2","Tabela do Sistema Petrus","RR1_ID","int(4)","NAO","RR1",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_ID","int(4)","SIM","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","D31_ID","int(4)","NAO","D31",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","D42_ID","int(4)","NAO","D42",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_QUANTIDADE","numeric(9)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_TIPO","varchar(20)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_REQUISITOS","varchar(500)","NAO","",""
"Geral / Outros","DO3","Tabela do Sistema Petrus","DO3_ATIVO","bit(1)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_ID","int(4)","SIM","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","D42_ID","int(4)","NAO","D42",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","D42_ID_1","int(4)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_INSTANCIA","varchar(20)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_COR","varchar(20)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_MODELO","varchar(20)","NAO","",""
"Geral / Outros","DR7","Tabela do Sistema Petrus","DR7_URL","varchar(300)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_ID","int(4)","SIM","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","DS1_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DS1","Tabela do Sistema Petrus","G9_ID","int(4)","NAO","G9",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_ID","int(4)","SIM","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS1_ID","int(4)","NAO","DS1",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_QUANTIDADE","numeric(9)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_DATA","datetime(8)","NAO","",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","D42_ID","int(4)","NAO","D42",""
"Geral / Outros","DS2","Tabela do Sistema Petrus","DS2_DATA_ADMISSAO","datetime(8)","NAO","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_ID","int(4)","SIM","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DS3","Tabela do Sistema Petrus","DS3_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_ID","int(4)","SIM","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_TIPO","varchar(20)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_CLINICA","varchar(300)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_MEDICO","varchar(300)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_DATA","datetime(8)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_DATA_VALIDADE","datetime(8)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_RESULTADO","varchar(-1)","NAO","",""
"Geral / Outros","DS5","Tabela do Sistema Petrus","DS5_OBS","varchar(-1)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_ID","int(4)","SIM","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS2_ID","int(4)","NAO","DS2",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS1_ID","int(4)","NAO","DS1",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_QTD","numeric(9)","NAO","",""
"Geral / Outros","DS7","Tabela do Sistema Petrus","DS7_UN","varchar(20)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_ID","int(4)","SIM","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_DATA_EMISSAO","datetime(8)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_DATA_CONCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","N9_ID","int(4)","NAO","N9",""
"Geral / Outros","DX1","Tabela do Sistema Petrus","DX1_STATUS","varchar(50)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
